chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr19'	2862000	3180000	1737	7.540395627045628e-10	0	2.898865390758871e-09
b'chr19'	3180000	3498000	1698	7.890864307478825e-10	0	2.9339122588021908e-09
b'chr19'	3498000	3816000	1726	6.365826916438822e-10	1.218344476145761e-10	3.527397479192261e-09
b'chr19'	3816000	4134000	1667	5.353103130061694e-10	2.0562068976863296e-11	3.4261251005545482e-09
b'chr19'	4134000	4452000	1688	3.766323504381718e-10	0	3.2674471379865506e-09
b'chr19'	4452000	4770000	1667	7.150282292089163e-10	0	2.8598540572632247e-09
b'chr19'	4770000	5088000	1578	8.512077727220887e-10	0	2.996033600776397e-09
b'chr19'	5088000	5406000	663	1.0236899605318797e-09	0	3.168515788586188e-09
b'chr19'	5406000	5724000	715	5.314527435004157e-09	2.9997034136497454e-09	8.54856360719913e-09
b'chr19'	5724000	6042000	670	7.871307699402084e-09	5.125831808327096e-09	1.1596971055004733e-08
b'chr19'	6042000	6360000	634	9.775083877173815e-09	6.759357852715939e-09	1.481562286337453e-08
b'chr19'	6360000	6678000	519	1.2242506231265436e-09	0	3.42460292348985e-09
b'chr19'	6678000	6996000	933	1.65013678006221e-09	0	3.753871832889669e-09
b'chr19'	6996000	7314000	498	1.233418255452872e-09	0	3.433770555816178e-09
b'chr19'	7314000	7632000	707	2.6519686462521727e-09	8.316628290615578e-10	5.021645945082371e-09
b'chr19'	7632000	7950000	696	8.715550912664038e-09	5.887135988170112e-09	1.3227534321780775e-08
b'chr19'	7950000	8268000	676	1.3489536038470921e-08	9.367223413882745e-09	2.019823550109179e-08
b'chr19'	8268000	8586000	644	6.837085940186169e-09	4.408402063953984e-09	1.0537075987864794e-08
b'chr19'	8586000	8904000	552	8.223823524207137e-10	0	2.967208180475022e-09
b'chr19'	8904000	9222000	578	2.1407188812993428e-10	1.519171623193195e-10	1.0641580455852941e-08
b'chr19'	9222000	9540000	731	1.504048127712618e-09	6.588193882403924e-12	3.7044004280759243e-09
b'chr19'	9540000	9858000	737	3.1106358292975112e-09	1.1824533711534323e-09	5.550545881074417e-09
b'chr19'	9858000	10000000	354	2.6783958288386513e-09	8.580900116480363e-10	5.048073127668849e-09
b'chr20'	0	711000	1485	5.898068842822174e-09	3.509851574432393e-09	9.278661426468265e-09
b'chr20'	711000	1422000	1516	3.436583174557191e-09	1.4194510687656167e-09	5.958685745791276e-09
b'chr20'	1422000	2133000	1323	1.0425798267070728e-08	7.016352297077797e-09	1.573266232637753e-08
b'chr20'	2133000	2844000	1336	1.0733208354089848e-08	7.000576195175008e-09	1.564217092386165e-08
b'chr20'	2844000	3555000	1517	8.88324864713711e-09	5.855514006355677e-09	1.3099261275037164e-08
b'chr20'	3555000	4266000	1539	8.48763916462044e-09	5.659224240126513e-09	1.2999622573737177e-08
b'chr20'	4266000	4977000	1657	9.777516264551967e-09	6.76179024009409e-09	1.481805525075268e-08
b'chr20'	4977000	5688000	1234	1.461305535133389e-08	1.0018116255452845e-08	2.1331146012884378e-08
b'chr20'	5688000	6399000	1404	9.329237637152453e-09	6.3984656564942885e-09	1.4112297252195778e-08
b'chr20'	6399000	7110000	1526	1.3684553123384927e-08	9.56224049879675e-09	2.0393252586005795e-08
b'chr20'	7110000	7821000	1756	6.047756130409799e-09	3.659538862020018e-09	9.42834871405589e-09
b'chr20'	7821000	8532000	1342	9.883171184302264e-10	0	3.133142946484535e-09
b'chr20'	8532000	9243000	1518	4.5106259245643365e-09	2.2174348208893513e-09	7.212041460275129e-09
b'chr20'	9243000	9954000	1555	1.0344315818827443e-09	0	3.1792574099370527e-09
b'chr20'	9954000	10000000	74	7.109280608056646e-10	1.9617981677635852e-10	3.6017428483540434e-09
