chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr19'	4900000	5600000	1650	9.40378283088214e-09	6.328341196189828e-09	1.4581925190223248e-08
b'chr19'	5600000	6300000	1531	1.1450354344504374e-08	7.30323294266145e-09	1.7399174403280875e-08
b'chr19'	6300000	7000000	1727	8.618017526054595e-09	5.576731858305956e-09	1.30462146905623e-08
b'chr19'	7000000	7700000	1341	7.203596414933911e-09	4.2926373411464445e-09	1.1120484761933676e-08
b'chr19'	7700000	8400000	1593	7.696832498862363e-09	4.747353659919553e-09	1.1833545582053886e-08
b'chr19'	8400000	9100000	1743	7.363714872388268e-09	4.452755798600801e-09	1.1280603219388034e-08
b'chr19'	9100000	9800000	1466	2.723890247509041e-09	8.733308084884695e-10	5.225608369059351e-09
b'chr19'	9800000	10000000	426	5.478375320874681e-09	2.892084272884551e-09	8.561434662032616e-09
b'chr20'	0	744000	1530	5.5306056785645385e-09	2.944314630574408e-09	8.613665019722473e-09
b'chr20'	744000	1488000	1625	4.288315551598826e-09	1.895061467799847e-09	7.1982288175015555e-09
b'chr20'	1488000	2232000	1547	1.2555549437397615e-08	8.335413307957338e-09	1.9486083406338338e-08
b'chr20'	2232000	2976000	1722	6.754411518808533e-09	3.862702957316409e-09	1.0059648669449992e-08
b'chr20'	2976000	3720000	1579	9.153646426285358e-09	6.017093542198818e-09	1.3914758197786094e-08
b'chr20'	3720000	4464000	1706	5.9795830425014935e-09	3.3302967854621864e-09	9.364069045068182e-09
b'chr20'	4464000	5208000	1201	7.576124305060758e-09	4.6266454661179486e-09	1.1712837388252282e-08
b'chr20'	5208000	5952000	1753	8.499412641057963e-09	5.458126973309324e-09	1.2927609805565668e-08
b'chr20'	5952000	6696000	1627	1.9929515413100584e-08	1.3204217627763436e-08	2.912647087696437e-08
b'chr20'	6696000	7440000	1447	9.10596263058057e-09	5.969409746494029e-09	1.3867074402081305e-08
b'chr20'	7440000	8184000	1567	3.946557950978878e-09	1.9060509431733197e-09	6.8140008563199e-09
b'chr20'	8184000	8928000	1545	3.031364974145005e-09	8.966546545215823e-10	5.62492438582383e-09
b'chr20'	8928000	9672000	1552	2.259159002072158e-09	3.165044315307225e-10	4.65351962295532e-09
b'chr20'	9672000	10000000	674	3.2581777239347904e-09	1.1234674043113676e-09	5.851737135613615e-09
