chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr20'	3000000	3750000	1654	1.0562056570354388e-08	6.718963704191809e-09	1.575273277032754e-08
b'chr20'	3750000	4500000	1663	1.8884025832202115e-08	1.2821946837862145e-08	2.8108641747772774e-08
b'chr20'	4500000	5250000	1585	9.790535164605026e-09	6.302305015431594e-09	1.4944833130819496e-08
b'chr20'	5250000	6000000	1473	4.198325741409467e-09	1.9065347621952974e-09	6.94506013689625e-09
b'chr20'	6000000	6750000	1629	9.130095898520247e-09	5.788123288759701e-09	1.3644023574606628e-08
b'chr20'	6750000	7500000	1615	1.1289447919789985e-08	7.390082422628019e-09	1.7640175508045707e-08
b'chr20'	7500000	8250000	1751	1.0333134065564162e-08	6.997752805491894e-09	1.5968464712133676e-08
b'chr20'	8250000	9000000	1633	1.48280479479417e-08	1.0183511059520997e-08	2.2280740944010023e-08
b'chr20'	9000000	9750000	1685	1.0982677972656205e-08	7.139585106493626e-09	1.6173354172629357e-08
b'chr20'	9750000	10000000	443	6.618975623724706e-09	3.903237633680275e-09	1.0204075418536402e-08
